bundle_id,member_lexemes_fixed_expressions,surface_forms_by_language,semantic_function,introduction_lesson_id,prerequisite_bundle_ids,mode,associated_world_id,associated_point_id,permitted_use_after_introduction,status
LEX-W-ECO-007,"[""buying"",""selling"",""saving"",""spending"",""scarcity"",""trade"",""exchange"",""resource""]","{""en-US"":[""buying"",""selling"",""saving"",""spending"",""scarcity"",""trade"",""exchange"",""resource""]}","Buying/selling, saving/spending, scarcity, and trade are distinct exchange/resource relations.",L150,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-ECO-003"",""LEX-W-ECO-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-ECO-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-ECO-007,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-ENG-001,"[""machines"",""systems"",""consist"",""interacting"",""parts"",""part"",""failure"",""affect""]","{""en-US"":[""machines"",""systems"",""consist"",""interacting"",""parts"",""part"",""failure"",""affect""]}",Machines/systems consist of interacting parts; part failure can affect system behavior.,L111,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-OBJ-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-TEC-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-ENG-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-ENG-002,"[""engineering"",""proceeds"",""problem"",""requirement"",""proposed"",""solution"",""test"",""observed""]","{""en-US"":[""engineering"",""proceeds"",""problem"",""requirement"",""proposed"",""solution"",""test"",""observed""]}",Engineering proceeds through problem/requirement → proposed solution → test → observed result → revision.,L234,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-EVT-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-EPI-004""]",RECEPTIVE_THEN_PRODUCTIVE,W-ENG-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EPI-001,"[""knowledge"",""ignorance""]","{""en-US"":[""knowledge"",""ignorance""]}","Knowledge and ignorance. An agent may know something, not know it, or ask another agent who may know.",L180,"[""LEX-W-CHR-001"",""LEX-P-TNS-002"",""LEX-P-NEG-001"",""LEX-P-ID-001"",""LEX-P-Q-006""]",RECEPTIVE_THEN_PRODUCTIVE,W-EPI-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EPI-002,"[""belief"",""correction""]","{""en-US"":[""belief"",""correction""]}",Belief correction. An earlier belief or statement can be wrong and later corrected without changing the speaker's identity.,L218,"[""LEX-W-EPI-001"",""LEX-P-ID-001"",""LEX-P-EPI-001"",""LEX-P-TNS-003"",""LEX-P-TIME-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-EPI-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EPI-003,"[""source"",""content""]","{""en-US"":[""source"",""content""]}",Source vs content. Who supplied a statement and what the statement says are different pieces of information.,L199,"[""LEX-W-EPI-001"",""LEX-P-ID-001"",""LEX-P-EPI-001"",""LEX-P-COM-001"",""LEX-P-PRON-001"",""LEX-W-COM-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-EPI-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EPI-004,"[""observation"",""inference""]","{""en-US"":[""observation"",""inference""]}",Observation vs inference. What is directly observed is distinct from a conclusion drawn from observations plus prior knowledge.,L224,"[""LEX-W-EPI-002"",""LEX-W-EPI-001"",""LEX-P-ID-001"",""LEX-P-EPI-001"",""LEX-P-TNS-003"",""LEX-P-EPI-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-EPI-004,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EPI-005,"[""books"",""reports"",""news"",""references"",""information"",""sources"",""provenance""]","{""en-US"":[""books"",""reports"",""news"",""references"",""information"",""sources"",""provenance""]}","Books, reports, news, and references are information sources with provenance.",L200,"[""LEX-P-TNS-002"",""LEX-P-ID-001"",""LEX-P-COM-001"",""LEX-W-EPI-003"",""LEX-P-REP-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-EPI-005,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EPI-006,"[""fact"",""opinion"",""knowledge"",""belief"",""preference"",""overlapping"",""but"",""nonidentical""]","{""en-US"":[""fact"",""opinion"",""knowledge"",""belief"",""preference"",""overlapping"",""but"",""nonidentical""]}","Fact, opinion, knowledge, belief, and preference are overlapping but nonidentical epistemic categories.",L272,"[""LEX-P-ID-001"",""LEX-P-EPI-001"",""LEX-P-DET-002"",""LEX-W-EPI-002"",""LEX-P-DISC-001"",""LEX-W-EPI-001"",""LEX-W-EPI-003"",""LEX-W-EPI-004""]",RECEPTIVE_THEN_PRODUCTIVE,W-EPI-006,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EPI-007,"[""claims"",""supported"",""evidence"",""has"",""sources"",""support""]","{""en-US"":[""claims"",""supported"",""evidence"",""has"",""sources"",""support""]}",Claims may be supported by evidence; evidence has sources and may support claims to differing degrees.,L276,"[""LEX-P-ID-001"",""LEX-P-EPI-003"",""LEX-W-EPI-004"",""LEX-P-SRC-001"",""LEX-W-EPI-003"",""LEX-P-CAU-001"",""LEX-W-EPI-005""]",RECEPTIVE_THEN_PRODUCTIVE,W-EPI-007,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EPI-008,"[""uncertainty"",""admits"",""degrees"",""prediction"",""certainty""]","{""en-US"":[""uncertainty"",""admits"",""degrees"",""prediction"",""certainty""]}",Uncertainty admits degrees; prediction is not certainty.,L278,"[""LEX-W-EPI-001"",""LEX-P-ID-001"",""LEX-P-GEN-001"",""LEX-W-DATA-002"",""LEX-P-DET-002"",""LEX-P-MOD-004""]",RECEPTIVE_THEN_PRODUCTIVE,W-EPI-008,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EPI-009,"[""definitions"",""specify"",""intended"",""meanings"",""examples"",""perform"",""functions""]","{""en-US"":[""definitions"",""specify"",""intended"",""meanings"",""examples"",""perform"",""functions""]}",Definitions specify intended meanings; definitions and examples perform different functions.,L279,"[""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-W-REP-003"",""LEX-P-PRON-001"",""LEX-P-DEF-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-EPI-009,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EPI-010,"[""classification"",""organizes"",""entities"",""shared"",""criteria"",""category"",""membership"",""nested""]","{""en-US"":[""classification"",""organizes"",""entities"",""shared"",""criteria"",""category"",""membership"",""nested""]}",Classification organizes entities by shared criteria; category membership may be nested.,L280,"[""LEX-P-CLASS-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-W-BIO-004"",""LEX-W-EPI-009"",""LEX-P-DEF-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-EPI-010,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EPI-011,"[""similarity"",""difference"",""depend"",""property"",""criterion"",""being"",""compared""]","{""en-US"":[""similarity"",""difference"",""depend"",""property"",""criterion"",""being"",""compared""]}",Similarity and difference depend on the property or criterion being compared.,L281,"[""LEX-W-OBJ-003"",""LEX-P-ID-001"",""LEX-P-SIM-001"",""LEX-P-CMP-002"",""LEX-P-DET-002"",""LEX-W-EPI-010""]",RECEPTIVE_THEN_PRODUCTIVE,W-EPI-011,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EPI-012,"[""memory"",""stored"",""retrieved"",""information"",""about"",""prior"",""experience"",""differ""]","{""en-US"":[""memory"",""stored"",""retrieved"",""information"",""about"",""prior"",""experience"",""differ""]}",Memory is stored/retrieved information about prior experience and can differ from current observation.,L286,"[""LEX-P-ID-001"",""LEX-P-EPI-001"",""LEX-P-TNS-003"",""LEX-P-DET-002"",""LEX-W-EPI-002"",""LEX-W-TIME-003"",""LEX-W-EPI-001"",""LEX-W-EPI-003"",""LEX-W-EPI-004""]",RECEPTIVE_THEN_PRODUCTIVE,W-EPI-012,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EVT-001,"[""action"",""state"",""routine""]","{""en-US"":[""action"",""state"",""routine""]}","Action, state, and routine. Something happening now differs from a recurring routine or relatively stable state.",L014,"[""LEX-W-CHR-001"",""LEX-P-ID-001"",""LEX-W-OBJ-001"",""LEX-P-SPAT-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-EVT-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EVT-002,"[""procedure""]","{""en-US"":[""procedure""]}",Procedure. A task can consist of ordered steps where sequence may affect the result.,L020,"[""LEX-P-TNS-002"",""LEX-P-ID-001"",""LEX-P-ASP-001"",""LEX-W-EVT-001"",""LEX-P-DET-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-EVT-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-GEO-001,"[""route"",""start"",""path"",""destination"",""Oak"",""Pond"",""Meadow Path"",""School""]","{""en-US"":[""route"",""start"",""path"",""destination"",""Oak"",""Pond"",""Meadow Path"",""School""]}","Routes and paths. Travel can have a start, path, intermediate places, and destination. In the canonical world, the Meadow Path connects Gran's garden gate to the Pond and continues to the School; the Pond is a short walk from the Oak.",L039,"[""LEX-P-ID-001"",""LEX-P-SPAT-001"",""LEX-P-REL-001"",""LEX-P-DET-002"",""LEX-W-TRN-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-GEO-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-GEO-002,"[""landforms"",""mountains"",""valleys"",""plains"",""coasts"",""distinguishable"",""geographic"",""structures""]","{""en-US"":[""landforms"",""mountains"",""valleys"",""plains"",""coasts"",""distinguishable"",""geographic"",""structures""]}","Landforms such as mountains, valleys, plains, and coasts are distinguishable geographic structures.",L129,"[""LEX-P-ID-001"",""LEX-P-DESC-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-REP-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-GEO-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-GEO-003,"[""rivers"",""lakes"",""oceans"",""differ"",""flowing"",""water"",""move"",""source""]","{""en-US"":[""rivers"",""lakes"",""oceans"",""differ"",""flowing"",""water"",""move"",""source""]}","Rivers, lakes, and oceans differ; flowing water can move from source through a path into a larger body.",L130,"[""LEX-P-ID-001"",""LEX-W-GEO-001"",""LEX-P-DESC-001"",""LEX-P-DET-002"",""LEX-W-GEO-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-GEO-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-GEO-004,"[""cardinal"",""directions"",""support"",""relative"",""geographic"",""orientation""]","{""en-US"":[""cardinal"",""directions"",""support"",""relative"",""geographic"",""orientation""]}",Cardinal directions support relative geographic orientation.,L133,"[""LEX-P-ID-001"",""LEX-P-DESC-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-REP-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-GEO-004,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-GEO-005,"[""addresses"",""geographic"",""hierarchies"",""locate"",""entities"",""multiple"",""scales""]","{""en-US"":[""addresses"",""geographic"",""hierarchies"",""locate"",""entities"",""multiple"",""scales""]}",Addresses and geographic hierarchies locate entities at multiple scales.,L136,"[""LEX-P-ID-001"",""LEX-P-DESC-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-GEO-004""]",RECEPTIVE_THEN_PRODUCTIVE,W-GEO-005,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-HAZ-001,"[""hazard"",""condition"",""event"",""potential"",""harm"",""damage"",""response""]","{""en-US"":[""hazard"",""condition"",""event"",""potential"",""harm"",""damage"",""response""]}","A hazard is a condition/event with potential for harm; hazard, damage, and response are distinct.",L260,"[""LEX-P-ID-001"",""LEX-P-PRON-001"",""LEX-P-DET-002"",""LEX-W-EPI-004""]",RECEPTIVE_THEN_PRODUCTIVE,W-HAZ-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-HAZ-002,"[""fire"",""heat"",""dangerous-material"",""hazards"",""have"",""warning"",""avoidance"",""response""]","{""en-US"":[""fire"",""heat"",""dangerous-material"",""hazards"",""have"",""warning"",""avoidance"",""response""]}","Fire/heat and dangerous-material hazards have warning, avoidance, and response concepts.",L261,"[""LEX-W-HAZ-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-PHY-005""]",RECEPTIVE_THEN_PRODUCTIVE,W-HAZ-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-HAZ-003,"[""severe"",""weather"",""flooding"",""geologic"",""hazards"",""require"",""condition-specific"",""responses""]","{""en-US"":[""severe"",""weather"",""flooding"",""geologic"",""hazards"",""require"",""condition-specific"",""responses""]}","Severe weather, flooding, and geologic hazards require condition-specific responses rather than one generic script.",L263,"[""LEX-W-HAZ-001"",""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-EAR-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-HAZ-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-HIS-001,"[""everyday"",""practices"",""technologies"",""differ"",""between"",""past"",""present""]","{""en-US"":[""everyday"",""practices"",""technologies"",""differ"",""between"",""past"",""present""]}",Everyday practices and technologies can differ between past and present.,L152,"[""LEX-W-TIME-003"",""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-HIS-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-HIS-002,"[""change"",""accumulate"",""across"",""generations"",""some"",""continuities"",""remain""]","{""en-US"":[""change"",""accumulate"",""across"",""generations"",""some"",""continuities"",""remain""]}",Change can accumulate across generations while some continuities remain.,L154,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-TIME-004"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-HIS-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-HIS-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-LIT-001,"[""stories"",""have"",""characters"",""settings"",""events"",""ordered"",""sequences""]","{""en-US"":[""stories"",""have"",""characters"",""settings"",""events"",""ordered"",""sequences""]}","Stories have characters, settings, events, and ordered sequences.",L172,"[""LEX-W-CHR-001"",""LEX-P-ID-001"",""LEX-W-EVT-002"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-LIT-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-LIT-002,"[""narrated"",""dialogue"",""reported"",""speech"",""represent"",""conversational"",""events""]","{""en-US"":[""narrated"",""dialogue"",""reported"",""speech"",""represent"",""conversational"",""events""]}",Narrated dialogue and reported speech represent conversational events.,L174,"[""LEX-W-LIT-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-COM-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-LIT-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-LIT-003,"[""interesting vs boring.""]","{""en-US"":[""interesting vs boring.""]}","Fiction/nonfiction is a relation between text and intended representation/claims, not simply “interesting vs boring.”",L212,"[""LEX-P-ID-001"",""LEX-W-REP-001"",""LEX-P-DET-002"",""LEX-W-EPI-003"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-LIT-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-MAT-001,"[""objects"",""composed"",""materials"",""material"",""finished"",""object""]","{""en-US"":[""objects"",""composed"",""materials"",""material"",""finished"",""object""]}",Objects can be composed of materials; material and finished object are distinct.,L091,"[""LEX-P-ID-001"",""LEX-P-DESC-001"",""LEX-W-OBJ-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-MAT-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-MAT-002,"[""materials"",""differ"",""observable"",""measurable"",""properties"",""hardness"",""texture"",""flexibility""]","{""en-US"":[""materials"",""differ"",""observable"",""measurable"",""properties"",""hardness"",""texture"",""flexibility""]}","Materials differ in observable/measurable properties such as hardness, texture, and flexibility.",L094,"[""LEX-W-OBJ-003"",""LEX-P-ID-001"",""LEX-P-DESC-001"",""LEX-P-DET-002"",""LEX-W-MAT-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-MAT-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-MAT-003,"[""solid"",""liquid"",""gas"",""distinguishable"",""states"",""matter""]","{""en-US"":[""solid"",""liquid"",""gas"",""distinguishable"",""states"",""matter""]}","Solid, liquid, and gas are distinguishable states of matter at an introductory level.",L095,"[""LEX-P-ID-001"",""LEX-P-DESC-001"",""LEX-P-DET-002"",""LEX-W-MAT-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-MAT-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-MAT-004,"[""heating"",""cooling"",""accompany"",""changes"",""state"",""form"",""process"",""resulting""]","{""en-US"":[""heating"",""cooling"",""accompany"",""changes"",""state"",""form"",""process"",""resulting""]}",Heating/cooling can accompany changes of state or form; process and resulting state are distinct.,L097,"[""LEX-P-ID-001"",""LEX-W-MAT-003"",""LEX-P-DESC-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-MAT-004,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-MATH-001,"[""quantity"",""zero""]","{""en-US"":[""quantity"",""zero""]}","Quantity and zero. Finite collections can have quantities, including no members. Exact initial numerical ceiling is UNSPECIFIED.",L043,"[""LEX-P-ID-001"",""LEX-W-OBJ-001"",""LEX-P-NUM-001"",""LEX-P-DET-002"",""LEX-P-EXIST-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-MATH-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-MATH-002,"[""compare"",""quantities""]","{""en-US"":[""compare"",""quantities""]}","Compare quantities. Two collections can contain more, fewer, or equal numbers of members.",L045,"[""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-W-MATH-001"",""LEX-P-PRON-001"",""LEX-P-QNT-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-MATH-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-MATH-003,"[""addition"",""combining"",""collections"",""changes"",""total"",""quantity""]","{""en-US"":[""addition"",""combining"",""collections"",""changes"",""total"",""quantity""]}",Addition: combining collections changes total quantity.,L061,"[""LEX-P-ID-001"",""LEX-P-DESC-001"",""LEX-P-DET-002"",""LEX-W-MATH-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-MATH-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-MATH-004,"[""subtraction"",""removing"",""members"",""changes"",""remaining"",""quantity""]","{""en-US"":[""subtraction"",""removing"",""members"",""changes"",""remaining"",""quantity""]}",Subtraction: removing members changes the remaining quantity.,L062,"[""LEX-P-ID-001"",""LEX-P-DESC-001"",""LEX-P-DET-002"",""LEX-W-MATH-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-MATH-004,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-MATH-005,"[""distribution"",""equal"",""shares"",""objects"",""allocated"",""across"",""recipients""]","{""en-US"":[""distribution"",""equal"",""shares"",""objects"",""allocated"",""across"",""recipients""]}",Distribution and equal shares: objects can be allocated across recipients.,L065,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-MATH-002"",""LEX-W-MATH-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-MATH-005,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-MATH-006,"[""ordinal"",""position"",""quantity"",""position-in-order""]","{""en-US"":[""ordinal"",""position"",""quantity"",""position-in-order""]}",Ordinal position: quantity and position-in-order are different.,L067,"[""LEX-P-ID-001"",""LEX-P-DESC-001"",""LEX-W-EVT-002"",""LEX-P-DET-002"",""LEX-W-MATH-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-MATH-006,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-MATH-007,"[""two-dimensional"",""shapes"",""attributes""]","{""en-US"":[""two-dimensional"",""shapes"",""attributes""]}",Two-dimensional shapes and attributes.,L069,"[""LEX-W-OBJ-003"",""LEX-P-ID-001"",""LEX-P-DESC-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-MATH-007,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-MATH-008,"[""three-dimensional"",""forms"",""faces"",""edges"",""other"",""attributes""]","{""en-US"":[""three-dimensional"",""forms"",""faces"",""edges"",""other"",""attributes""]}","Three-dimensional forms, faces, edges, and other attributes.",L070,"[""LEX-W-MATH-007"",""LEX-P-ID-001"",""LEX-P-DESC-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-MATH-008,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-MATH-009,"[""measurement"",""compares"",""property"",""unit"",""length"",""height"",""width"",""dimensions""]","{""en-US"":[""measurement"",""compares"",""property"",""unit"",""length"",""height"",""width"",""dimensions""]}","Measurement compares a property with a unit; length, height, and width are distinct dimensions.",L072,"[""LEX-W-OBJ-003"",""LEX-P-ID-001"",""LEX-P-DESC-001"",""LEX-P-DET-002"",""LEX-W-MATH-002"",""LEX-W-MATH-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-MATH-009,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-MATH-010,"[""mass"",""capacity"",""measurable"",""properties""]","{""en-US"":[""mass"",""capacity"",""measurable"",""properties""]}",Mass and capacity are distinct measurable properties.,L074,"[""LEX-P-ID-001"",""LEX-P-DESC-001"",""LEX-P-DET-002"",""LEX-W-MATH-009"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-MATH-010,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-MATH-011,"[""whole"",""fractional"",""parts"",""half"",""quarter""]","{""en-US"":[""whole"",""fractional"",""parts"",""half"",""quarter""]}",Whole and fractional parts such as half and quarter.,L088,"[""LEX-P-ID-001"",""LEX-P-DESC-001"",""LEX-W-OBJ-001"",""LEX-P-DET-002"",""LEX-W-MATH-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-MATH-011,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-MATH-012,"[""repeating"",""patterns"",""have"",""identifiable"",""units"",""continuation"",""rules""]","{""en-US"":[""repeating"",""patterns"",""have"",""identifiable"",""units"",""continuation"",""rules""]}",Repeating patterns have identifiable units and continuation rules.,L089,"[""LEX-P-ID-001"",""LEX-P-DESC-001"",""LEX-W-EVT-002"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-MATH-012,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-ML-001,"[""training"",""examples"",""data"",""provide"",""observations"",""which"",""learning"",""system""]","{""en-US"":[""training"",""examples"",""data"",""provide"",""observations"",""which"",""learning"",""system""]}",Training examples/data provide observations from which a learning system can derive useful regularities.,L171,"[""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-COMP-001"",""LEX-W-DATA-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-ML-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-ML-002,"[""features"",""patterns"",""predictions"",""observed"",""inputs"",""support"",""but"",""do""]","{""en-US"":[""features"",""patterns"",""predictions"",""observed"",""inputs"",""support"",""but"",""do""]}",Features/patterns and predictions are distinct: observed inputs support but do not guarantee predictions.,L266,"[""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-ML-001"",""LEX-W-EPI-004""]",RECEPTIVE_THEN_PRODUCTIVE,W-ML-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-ML-003,"[""training"",""testing"",""error"",""generalization"",""stages"",""performance"",""examples"",""does""]","{""en-US"":[""training"",""testing"",""error"",""generalization"",""stages"",""performance"",""examples"",""does""]}","Training, testing, error, and generalization are different stages/relations; performance on examples does not establish universal correctness.",L267,"[""LEX-P-ID-001"",""LEX-W-ML-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-COMP-009"",""LEX-W-ML-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-ML-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-OBJ-001,"[""physical"",""objects"",""persistence""]","{""en-US"":[""physical"",""objects"",""persistence""]}",Ordinary physical objects and persistence. Objects can remain the same object while their location or visible state changes.,L003,"[""LEX-W-CHR-001"",""LEX-P-ID-001"",""LEX-P-DET-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-OBJ-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
