lesson_id,topic,primary_frontier,world_objectives,foreground_point,staged_gates,frontier_lexemes,frontier_lexeme_bundle_ids,required_lexeme_bundle_ids,required_points,required_response_forms,introduced_response_forms,required_discourse_operations,introduced_discourse_operations,surface_language_contract,rehearsal_transfer_targets,prerequisite_lesson_ids,characters,locations,canonical_chronology_event,canonical_first_meeting_pairs,exercise_scope,grounding_modes,picture_book_status,evaluation_targets,source_provenance,estimated_minutes,learning_objectives,point_definition
L259,"Atmosphere, water, land, and living systems interact",WORLD_FRONTIER,"[{""world_id"":""W-EAR-005"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""atmosphere"",""water"",""land"",""living"",""systems"",""interact""]","[""LEX-W-EAR-005""]","[""LEX-W-EAR-003"",""LEX-W-EAR-004"",""LEX-W-BIO-012"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-EAR-005"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-BODY-009"",""W-BODY-010"",""W-AST-002"",""P-CORREL-001""]","[""L115"",""L117"",""L246"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-NONCANONICAL-DIAGRAM""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C141""]",30,"[""Atmosphere, water, land, and living systems interact.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L260,"A hazard is a condition/event with potential for harm; hazard, damage, and response are distinct",WORLD_FRONTIER,"[{""world_id"":""W-HAZ-001"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""hazard"",""condition"",""event"",""potential"",""harm"",""damage"",""response""]","[""LEX-W-HAZ-001""]","[""LEX-W-EPI-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-HAZ-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-BODY-010"",""W-AST-002"",""P-CORREL-001"",""W-EAR-005""]","[""L224"",""L000"",""L004"",""L006""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""COMPARISON""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C142""]",30,"[""A hazard is a condition/event with potential for harm; hazard, damage, and response are distinct.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L261,"Fire/heat and dangerous-material hazards have warning, avoidance, and response concepts",WORLD_FRONTIER,"[{""world_id"":""W-HAZ-002"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""fire"",""heat"",""dangerous-material"",""hazards"",""have"",""warning"",""avoidance"",""response""]","[""LEX-W-HAZ-002""]","[""LEX-W-HAZ-001"",""LEX-W-PHY-005"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-HAZ-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-AST-002"",""P-CORREL-001"",""W-EAR-005"",""W-HAZ-001""]","[""L260"",""L231"",""L000"",""L004"",""L006""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C047"",""C048"",""C049"",""C142""]",30,"[""Fire/heat and dangerous-material hazards have warning, avoidance, and response concepts.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L262,"may/can permission and may/might/could possibility, taught as distinct subuses",POINT_FRONTIER,"[{""world_id"":""W-HAZ-001"",""status"":""EST""}]","{""point_ids"":[""P-MOD-004""],""status"":""NEW""}",[],"[""may/can"",""may/might/could""]","[""LEX-P-MOD-004""]","[""LEX-W-HAZ-001"",""LEX-P-MOD-001""]","[""P-MOD-001""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-MOD-004"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-CORREL-001"",""W-EAR-005"",""W-HAZ-001"",""W-HAZ-002""]","[""L260"",""L226""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-GRANS-GARDEN""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C048"",""C127"",""C142"",""C196""]",30,"[""`may/can` permission and `may/might/could` possibility, taught as distinct subuses.""]","`may/can` permission and `may/might/could` possibility, taught as distinct subuses."
L263,"Severe weather, flooding, and geologic hazards require condition-specific responses rather than one generic script",WORLD_FRONTIER,"[{""world_id"":""W-HAZ-003"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""severe"",""weather"",""flooding"",""geologic"",""hazards"",""require"",""condition-specific"",""responses""]","[""LEX-W-HAZ-003""]","[""LEX-W-HAZ-001"",""LEX-W-EAR-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-HAZ-003"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-EAR-005"",""W-HAZ-001"",""W-HAZ-002"",""P-MOD-004""]","[""L260"",""L076"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SEQUENCE"",""DIAGRAM""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C142""]",30,"[""Severe weather, flooding, and geologic hazards require condition-specific responses rather than one generic script.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L264,"responsibility/permission: responsible for, allowed to",POINT_FRONTIER,"[{""world_id"":""W-CIV-002"",""status"":""EST""}]","{""point_ids"":[""P-RESP-001""],""status"":""NEW""}",[],"[""responsible for"",""allowed to""]","[""LEX-P-RESP-001""]","[""LEX-W-CIV-002"",""LEX-P-MOD-003"",""LEX-P-MOD-004""]","[""P-MOD-003"",""P-MOD-004""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-RESP-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-HAZ-001"",""W-HAZ-002"",""P-MOD-004"",""W-HAZ-003""]","[""L196"",""L190"",""L262""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C149"",""C152""]",30,"[""responsibility/permission: `responsible for`, `allowed to`.""]","responsibility/permission: `responsible for`, `allowed to`."
L265,Debugging is systematic diagnosis/revision after observed failure or error,WORLD_FRONTIER,"[{""world_id"":""W-COMP-009"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""debugging"",""systematic"",""diagnosis"",""revision"",""after"",""observed"",""failure"",""error""]","[""LEX-W-COMP-009""]","[""LEX-W-COMP-008"",""LEX-W-ENG-002"",""LEX-W-EPI-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-COMP-009"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-HAZ-002"",""P-MOD-004"",""W-HAZ-003"",""P-RESP-001""]","[""L166"",""L234"",""L218"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-NONCANONICAL-DIAGRAM""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SEQUENCE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C177""]",30,"[""Debugging is systematic diagnosis/revision after observed failure or error.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L266,Features/patterns and predictions are distinct: observed inputs support but do not guarantee predictions,WORLD_FRONTIER,"[{""world_id"":""W-ML-002"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""features"",""patterns"",""predictions"",""observed"",""inputs"",""support"",""but"",""do""]","[""LEX-W-ML-002""]","[""LEX-W-ML-001"",""LEX-W-EPI-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-ML-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-MOD-004"",""W-HAZ-003"",""P-RESP-001"",""W-COMP-009""]","[""L171"",""L224"",""L000"",""L004"",""L006""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-NONCANONICAL-DIAGRAM""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C179""]",30,"[""Features/patterns and predictions are distinct: observed inputs support but do not guarantee predictions.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L267,"Training, testing, error, and generalization are different stages/relations; performance on examples does not establish universal correctness",WORLD_FRONTIER,"[{""world_id"":""W-ML-003"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""training"",""testing"",""error"",""generalization"",""stages"",""performance"",""examples"",""does""]","[""LEX-W-ML-003""]","[""LEX-W-ML-001"",""LEX-W-ML-002"",""LEX-W-COMP-009"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-ML-003"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-HAZ-003"",""P-RESP-001"",""W-COMP-009"",""W-ML-002""]","[""L171"",""L266"",""L265"",""L000"",""L004"",""L006""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-NONCANONICAL-DIAGRAM""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM"",""ABSTRACT""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C179"",""SYN""]",30,"[""Training, testing, error, and generalization are different stages/relations; performance on examples does not establish universal correctness.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L268,Scientific/computational models are simplified representations whose omissions and purposes matter,WORLD_FRONTIER,"[{""world_id"":""W-REP-004"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""scientific"",""computational"",""models"",""simplified"",""representations"",""whose"",""omissions"",""purposes""]","[""LEX-W-REP-004""]","[""LEX-W-REP-001"",""LEX-W-REP-002"",""LEX-W-REP-003"",""LEX-W-EPI-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-REP-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-REP-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-REP-004"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-RESP-001"",""W-COMP-009"",""W-ML-002"",""W-ML-003""]","[""L027"",""L128"",""L157"",""L224"",""L000"",""L004"",""L006"",""L028""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM"",""ABSTRACT""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C180""]",30,"[""Scientific/computational models are simplified representations whose omissions and purposes matter.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L269,limitation frame: represents X but does not include every,POINT_FRONTIER,"[{""world_id"":""W-REP-004"",""status"":""EST""}]","{""point_ids"":[""P-MODEL-001""],""status"":""NEW""}",[],"[""represents X but does not include every...""]","[""LEX-P-MODEL-001""]","[""LEX-W-REP-004"",""LEX-P-REP-001"",""LEX-P-DISC-001""]","[""P-REP-001"",""P-DISC-001""]","[""RF-AGREE-DISAGREE""]",[],"[""DO-AGREE-DISAGREE""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-MODEL-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-COMP-009"",""W-ML-002"",""W-ML-003"",""W-REP-004""]","[""L268"",""L028"",""L187""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-GRANS-GARDEN""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C180""]",30,"[""limitation frame: `represents X but does not include every...`.""]",limitation frame: `represents X but does not include every...`.
L270,"Pictures, diagrams, paintings, and sculpture are different representational/art forms",WORLD_FRONTIER,"[{""world_id"":""W-ART-001"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""pictures"",""diagrams"",""paintings"",""sculpture"",""representational"",""art"",""forms""]","[""LEX-W-ART-001""]","[""LEX-W-REP-001"",""LEX-W-REP-002"",""LEX-W-REP-003"",""LEX-W-REP-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-ART-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-ML-002"",""W-ML-003"",""W-REP-004"",""P-MODEL-001""]","[""L027"",""L128"",""L157"",""L268"",""L000"",""L004"",""L006""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""COMPARISON""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C186""]",30,"[""Pictures, diagrams, paintings, and sculpture are different representational/art forms.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L271,"metalinguistic In language X, Y means",POINT_FRONTIER,"[{""world_id"":""W-CUL-002"",""status"":""EST""}]","{""point_ids"":[""P-META-001""],""status"":""NEW""}",[],"[""In language X"",""Y means...""]","[""LEX-P-META-001""]","[""LEX-W-CUL-002"",""LEX-P-DEF-001""]","[""P-DEF-001""]",[],[],"[""DO-CLASSIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-META-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-ML-003"",""W-REP-004"",""P-MODEL-001"",""W-ART-001""]","[""L177"",""L236""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C189""]",30,"[""metalinguistic `In language X, Y means...`.""]","metalinguistic `In language X, Y means...`."
L272,"Fact, opinion, knowledge, belief, and preference are overlapping but nonidentical epistemic categories",WORLD_FRONTIER,"[{""world_id"":""W-EPI-006"",""status"":""NEW""}]","{""point_ids"":[""P-EPI-001""],""status"":""EST""}",[],"[""fact"",""opinion"",""knowledge"",""belief"",""preference"",""overlapping"",""but"",""nonidentical""]","[""LEX-W-EPI-006""]","[""LEX-W-EPI-001"",""LEX-W-EPI-002"",""LEX-W-EPI-003"",""LEX-W-EPI-004"",""LEX-P-EPI-001"",""LEX-P-DISC-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""P-EPI-001"",""P-DISC-001"",""P-ID-001"",""P-DET-002""]","[""RF-KNOW-UNKNOWN"",""RF-AGREE-DISAGREE"",""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-AGREE-DISAGREE"",""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-EPI-006"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-REP-004"",""P-MODEL-001"",""W-ART-001"",""P-META-001""]","[""L180"",""L218"",""L199"",""L224"",""L184"",""L187"",""L000"",""L004""]","[""CHAR-EMMA"",""CHAR-TARO"",""CHAR-ERROL""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""COMPARISON"",""ABSTRACT""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C193""]",30,"[""Fact, opinion, knowledge, belief, and preference are overlapping but nonidentical epistemic categories.""]",`know/don't know`; knowledge questions.
L273,observation/inference report: I see/observe X; I think/infer Y,POINT_FRONTIER,"[{""world_id"":""W-EPI-004"",""status"":""EST""}]","{""point_ids"":[""P-EPI-003""],""status"":""NEW""}",[],"[""I see/observe X"",""I think/infer Y""]","[""LEX-P-EPI-003""]","[""LEX-W-EPI-004"",""LEX-P-EPI-001""]","[""P-EPI-001""]","[""RF-KNOW-UNKNOWN""]",[],[],"[""DO-INFER""]","{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-EPI-003"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-MODEL-001"",""W-ART-001"",""P-META-001"",""W-EPI-006""]","[""L224"",""L184""]","[""CHAR-EMMA"",""CHAR-TARO"",""CHAR-ERROL""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIALOGUE"",""COMPARISON""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C194""]",30,"[""observation/inference report: `I see/observe X`; `I think/infer Y`.""]",observation/inference report: `I see/observe X`; `I think/infer Y`.
L274,"evidence/source attribution: according to, based on, supported by",POINT_FRONTIER,"[{""world_id"":""W-EPI-003"",""status"":""EST""}]","{""point_ids"":[""P-SRC-001""],""status"":""NEW""}",[],"[""according to"",""based on"",""supported by""]","[""LEX-P-SRC-001""]","[""LEX-W-EPI-003"",""LEX-P-EPI-003""]","[""P-EPI-003""]",[],"[""RF-SOURCE""]","[""DO-INFER""]","[""DO-ATTRIBUTE-SOURCE""]","{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-SRC-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-ART-001"",""P-META-001"",""W-EPI-006"",""P-EPI-003""]","[""L199"",""L273""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C167"",""C179"",""C238""]",30,"[""evidence/source attribution: `according to`, `based on`, `supported by`.""]","evidence/source attribution: `according to`, `based on`, `supported by`."
L275,"shows that, compared with",POINT_FRONTIER,"[{""world_id"":""W-DATA-001"",""status"":""EST""}]","{""point_ids"":[""P-DATA-001""],""status"":""NEW""}",[],"[""shows that"",""compared with""]","[""LEX-P-DATA-001""]","[""LEX-W-DATA-001"",""LEX-P-CMP-001"",""LEX-P-EPI-003""]","[""P-CMP-001"",""P-EPI-003""]",[],[],"[""DO-COMPARE"",""DO-INFER""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-DATA-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-META-001"",""W-EPI-006"",""P-EPI-003"",""P-SRC-001""]","[""L167"",""L046"",""L273""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-NONCANONICAL-DIAGRAM""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C174""]",30,"[""`shows that`, `compared with`.""]","`shows that`, `compared with`."
L276,Claims may be supported by evidence; evidence has sources and may support claims to differing degrees,WORLD_FRONTIER,"[{""world_id"":""W-EPI-007"",""status"":""NEW""}]","{""point_ids"":[""P-EPI-003""],""status"":""EST""}",[],"[""claims"",""supported"",""evidence"",""has"",""sources"",""support""]","[""LEX-W-EPI-007""]","[""LEX-W-EPI-003"",""LEX-W-EPI-004"",""LEX-W-EPI-005"",""LEX-P-EPI-003"",""LEX-P-SRC-001"",""LEX-P-CAU-001"",""LEX-P-ID-001""]","[""P-EPI-003"",""P-SRC-001"",""P-CAU-001"",""P-ID-001""]","[""RF-SOURCE"",""RF-REASON"",""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-INFER"",""DO-ATTRIBUTE-SOURCE"",""DO-EXPLAIN-REASON"",""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-EPI-007"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-EPI-006"",""P-EPI-003"",""P-SRC-001"",""P-DATA-001""]","[""L199"",""L224"",""L200"",""L273"",""L274"",""L191"",""L000""]","[""CHAR-EMMA"",""CHAR-TARO"",""CHAR-ERROL""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM"",""DIALOGUE""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C195"",""C238""]",30,"[""Claims may be supported by evidence; evidence has sources and may support claims to differing degrees.""]",observation/inference report: `I see/observe X`; `I think/infer Y`.
L277,claim/evidence explanation,POINT_FRONTIER,"[{""world_id"":""W-EPI-007"",""status"":""EST""}]","{""point_ids"":[""P-EVID-001""],""status"":""NEW""}",[],"[""claim"",""evidence"",""explanation""]","[""LEX-P-EVID-001""]","[""LEX-W-EPI-007"",""LEX-P-CAU-001"",""LEX-P-SRC-001""]","[""P-CAU-001"",""P-SRC-001""]","[""RF-REASON"",""RF-SOURCE""]","[""RF-EVIDENCE""]","[""DO-EXPLAIN-REASON"",""DO-ATTRIBUTE-SOURCE""]","[""DO-SUPPORT-CLAIM""]","{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-EVID-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-EPI-003"",""P-SRC-001"",""P-DATA-001"",""W-EPI-007""]","[""L276"",""L191"",""L274""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C195""]",30,"[""claim/evidence explanation.""]",claim/evidence explanation.
L278,Uncertainty admits degrees; prediction is not certainty,WORLD_FRONTIER,"[{""world_id"":""W-EPI-008"",""status"":""NEW""}]","{""point_ids"":[""P-MOD-004""],""status"":""EST""}",[],"[""uncertainty"",""admits"",""degrees"",""prediction"",""certainty""]","[""LEX-W-EPI-008""]","[""LEX-W-EPI-001"",""LEX-W-DATA-002"",""LEX-P-MOD-004"",""LEX-P-GEN-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""P-MOD-004"",""P-GEN-001"",""P-ID-001"",""P-DET-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-EPI-008"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-SRC-001"",""P-DATA-001"",""W-EPI-007"",""P-EVID-001""]","[""L180"",""L168"",""L262"",""L114"",""L000"",""L004""]","[""CHAR-EMMA"",""CHAR-TARO"",""CHAR-ERROL""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""COMPARISON"",""ABSTRACT""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C196""]",30,"[""Uncertainty admits degrees; prediction is not certainty.""]","`may/can` permission and `may/might/could` possibility, taught as distinct subuses."
